item_id,item_name,complexity_profile,wastage_id,location_id,wastage_date,quantity_wasted,unit_cost,total_loss_amount,wastage_reason
ITEM-058,BBQ Glazed St. Louis Ribs (Full),STANDARD,WAS-003866,LOC-012,2025-10-10,3,14.0,42.0,OVERPRODUCTION_UNSOLD
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-003867,LOC-004,2025-06-30,7,23.5,164.5,OVERCOOKED_OR_BURNT
ITEM-081,Thai Crunch Peanut Chicken Salad,STANDARD,WAS-003868,LOC-014,2025-04-08,1,6.2,6.2,OVERPRODUCTION_UNSOLD
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-003869,LOC-015,2025-03-19,9,7.8,70.2,OVERCOOKED_OR_BURNT
ITEM-009,Truffle Whipped Burrata,STANDARD,WAS-003870,LOC-003,2025-01-17,9,7.8,70.2,EXPIRED_SHELF_LIFE
ITEM-063,Wild King Salmon Lemon Herb,STANDARD,WAS-003871,LOC-015,2025-11-26,2,16.2,32.4,OVERPRODUCTION_UNSOLD
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-003872,LOC-004,2025-11-14,4,8.7,34.8,OVERPRODUCTION_UNSOLD
ITEM-025,Philly Ribeye Cheesesteak,STANDARD,WAS-003873,LOC-015,2025-11-18,4,9.2,36.8,CUSTOMER_SEND_BACK
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-003874,LOC-009,2025-07-25,12,5.8,69.6,PREPARATION_ERROR
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-003875,LOC-018,2025-02-25,5,10.2,51.0,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-003876,LOC-013,2025-10-04,9,23.5,211.5,OVERPRODUCTION_UNSOLD
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-003877,LOC-009,2025-12-21,5,8.7,43.5,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-003878,LOC-004,2025-12-14,4,3.2,12.8,EQUIPMENT_COOLER_FAILURE
ITEM-072,Whole Grilled Red Snapper Mojo,HIGH_WASTAGE,WAS-003879,LOC-013,2025-09-01,5,17.5,87.5,EXPIRED_SHELF_LIFE
ITEM-038,Creamy Fettuccine Alfredo,PRICE_SENSITIVE,WAS-003880,LOC-010,2025-02-05,4,5.2,20.8,OVERPRODUCTION_UNSOLD
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-003881,LOC-008,2025-06-18,9,14.8,133.2,EXPIRED_SHELF_LIFE
ITEM-086,Sesame Ahi Tuna Poke Bowl,HIGH_WASTAGE,WAS-003882,LOC-014,2025-06-22,3,10.2,30.6,PREPARATION_ERROR
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-003883,LOC-016,2025-09-12,11,3.4,37.4,OVERPRODUCTION_UNSOLD
ITEM-034,Prosciutto e Rucola Pizza,HIGH_WASTAGE,WAS-003884,LOC-019,2025-12-06,10,9.8,98.0,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-003885,LOC-007,2025-05-15,8,3.2,25.6,EXPIRED_SHELF_LIFE
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-003886,LOC-012,2025-04-19,12,2.6,31.2,OVERPRODUCTION_UNSOLD
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),PRICE_SENSITIVE,WAS-003887,LOC-013,2025-08-08,12,1.7,20.4,EXPIRED_SHELF_LIFE
ITEM-076,DineIQ Signature Caesar Salad,POPULAR_LOW_MARGIN,WAS-003888,LOC-015,2025-02-01,2,8.8,17.6,CUSTOMER_SEND_BACK
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-003889,LOC-015,2025-10-11,4,16.5,66.0,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-003890,LOC-018,2025-08-05,3,23.5,70.5,EXPIRED_SHELF_LIFE
ITEM-092,Truffle Wild Mushroom Risotto,STANDARD,WAS-003891,LOC-002,2025-12-08,4,7.2,28.8,PREPARATION_ERROR
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-003892,LOC-014,2025-11-18,5,9.5,47.5,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-003893,LOC-020,2025-08-01,6,7.5,45.0,OVERPRODUCTION_UNSOLD
ITEM-065,Jumbo Lump Crab Cakes (2pcs),HIGH_WASTAGE,WAS-003894,LOC-007,2025-07-17,5,15.0,75.0,OVERPRODUCTION_UNSOLD
ITEM-086,Sesame Ahi Tuna Poke Bowl,HIGH_WASTAGE,WAS-003895,LOC-020,2025-02-11,11,10.2,112.2,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-003896,LOC-002,2025-11-06,9,5.8,52.2,CUSTOMER_SEND_BACK
ITEM-022,Black Angus Bacon Cheddar,STANDARD,WAS-003897,LOC-002,2025-11-19,7,8.0,56.0,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-003898,LOC-005,2025-03-05,11,5.8,63.8,EXPIRED_SHELF_LIFE
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-003899,LOC-003,2025-01-24,9,9.5,85.5,OVERPRODUCTION_UNSOLD
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-003900,LOC-003,2025-09-25,8,5.8,46.4,PREPARATION_ERROR
ITEM-065,Jumbo Lump Crab Cakes (2pcs),HIGH_WASTAGE,WAS-003901,LOC-001,2025-03-10,4,15.0,60.0,OVERPRODUCTION_UNSOLD
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-003902,LOC-019,2025-12-06,9,16.0,144.0,EXPIRED_SHELF_LIFE
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),PRICE_SENSITIVE,WAS-003903,LOC-020,2025-06-03,3,1.7,5.1,OVERPRODUCTION_UNSOLD
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-003904,LOC-012,2025-01-16,10,11.2,112.0,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-003905,LOC-006,2025-08-16,7,5.8,40.6,EXPIRED_SHELF_LIFE
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-003906,LOC-020,2025-05-27,12,16.0,192.0,OVERPRODUCTION_UNSOLD
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-003907,LOC-006,2025-01-31,6,14.8,88.8,EQUIPMENT_COOLER_FAILURE
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-003908,LOC-013,2025-12-30,10,12.0,120.0,OVERPRODUCTION_UNSOLD
ITEM-072,Whole Grilled Red Snapper Mojo,HIGH_WASTAGE,WAS-003909,LOC-010,2025-09-16,8,17.5,140.0,PREPARATION_ERROR
ITEM-049,Colorado Rosemary Lamb Chops,STANDARD,WAS-003910,LOC-001,2025-12-01,2,19.5,39.0,PREPARATION_ERROR
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-003911,LOC-016,2025-08-29,2,10.2,20.4,EXPIRED_SHELF_LIFE
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-003912,LOC-014,2025-02-24,9,8.5,76.5,OVERCOOKED_OR_BURNT
ITEM-004,Garlic Herb Breadsticks,POPULAR_LOW_MARGIN,WAS-003913,LOC-018,2025-09-29,2,4.8,9.6,PREPARATION_ERROR
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-003914,LOC-014,2025-02-08,3,4.1,12.3,OVERPRODUCTION_UNSOLD
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-003915,LOC-010,2025-04-17,5,3.4,17.0,OVERPRODUCTION_UNSOLD
ITEM-063,Wild King Salmon Lemon Herb,STANDARD,WAS-003916,LOC-020,2025-04-29,11,16.2,178.2,EXPIRED_SHELF_LIFE
ITEM-086,Sesame Ahi Tuna Poke Bowl,HIGH_WASTAGE,WAS-003917,LOC-005,2025-02-21,3,10.2,30.6,OVERPRODUCTION_UNSOLD
ITEM-056,Pan-Roasted Duck Breast Plum Glaze,STANDARD,WAS-003918,LOC-002,2025-04-21,10,14.0,140.0,EXPIRED_SHELF_LIFE
ITEM-080,Roasted Beet & Goat Cheese Bowl,STANDARD,WAS-003919,LOC-017,2025-06-09,3,5.4,16.2,CUSTOMER_SEND_BACK
ITEM-103,Korean Gochujang Crispy Tofu,STANDARD,WAS-003920,LOC-001,2025-03-13,12,4.4,52.8,EXPIRED_SHELF_LIFE
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-003921,LOC-001,2025-01-19,8,2.6,20.8,CUSTOMER_SEND_BACK
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-003922,LOC-006,2025-07-06,12,23.5,282.0,OVERPRODUCTION_UNSOLD
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-003923,LOC-007,2025-12-12,10,6.8,68.0,PREPARATION_ERROR
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-003924,LOC-007,2025-04-26,9,8.5,76.5,EXPIRED_SHELF_LIFE
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-003925,LOC-016,2025-08-02,4,4.1,16.4,EQUIPMENT_COOLER_FAILURE
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-003926,LOC-019,2025-08-26,5,11.5,57.5,OVERCOOKED_OR_BURNT
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-003927,LOC-009,2025-01-11,7,12.0,84.0,OVERPRODUCTION_UNSOLD
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-003928,LOC-001,2025-07-18,7,7.8,54.6,CUSTOMER_SEND_BACK
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-003929,LOC-018,2025-07-17,10,7.5,75.0,OVERPRODUCTION_UNSOLD
ITEM-019,BBQ Pulled Pork Brioche,STANDARD,WAS-003930,LOC-007,2025-04-06,12,7.2,86.4,EXPIRED_SHELF_LIFE
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-003931,LOC-018,2025-12-17,10,2.6,26.0,EXPIRED_SHELF_LIFE
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-003932,LOC-010,2025-05-24,9,8.7,78.3,EXPIRED_SHELF_LIFE
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-003933,LOC-020,2025-01-17,5,16.5,82.5,EXPIRED_SHELF_LIFE
ITEM-035,Black Truffle Tagliolini Caviar,PROFITABLE_LOW_SELLING,WAS-003934,LOC-002,2025-06-22,1,11.5,11.5,OVERPRODUCTION_UNSOLD
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-003935,LOC-011,2025-08-16,2,12.0,24.0,EQUIPMENT_COOLER_FAILURE
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-003936,LOC-018,2025-08-29,4,9.5,38.0,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-003937,LOC-011,2025-07-03,7,23.5,164.5,EQUIPMENT_COOLER_FAILURE
ITEM-026,Classic BLT Sourdough,PRICE_SENSITIVE,WAS-003938,LOC-014,2025-09-24,1,4.8,4.8,OVERCOOKED_OR_BURNT
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-003939,LOC-013,2025-08-22,12,8.7,104.4,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-003940,LOC-001,2025-04-25,2,23.5,47.0,OVERCOOKED_OR_BURNT
ITEM-094,Creamy Cashew Alfredo Tagliatelle,STANDARD,WAS-003941,LOC-010,2025-01-30,5,5.8,29.0,EXPIRED_SHELF_LIFE
ITEM-121,DineIQ House Draft Lager (Pint),POPULAR_LOW_MARGIN,WAS-003942,LOC-015,2025-10-08,2,4.8,9.6,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-003943,LOC-019,2025-12-20,11,9.8,107.8,EXPIRED_SHELF_LIFE
ITEM-063,Wild King Salmon Lemon Herb,STANDARD,WAS-003944,LOC-017,2025-12-30,4,16.2,64.8,OVERPRODUCTION_UNSOLD
ITEM-012,Heirloom Tomato Bruschetta,PRICE_SENSITIVE,WAS-003945,LOC-010,2025-05-29,3,4.2,12.6,OVERPRODUCTION_UNSOLD
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-003946,LOC-008,2025-05-10,10,11.5,115.0,EXPIRED_SHELF_LIFE
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-003947,LOC-007,2025-07-14,11,7.8,85.8,PREPARATION_ERROR
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-003948,LOC-018,2025-09-18,7,12.0,84.0,EXPIRED_SHELF_LIFE
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-003949,LOC-004,2025-06-22,12,8.7,104.4,OVERPRODUCTION_UNSOLD
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-003950,LOC-006,2025-11-18,9,11.2,100.8,EXPIRED_SHELF_LIFE
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-003951,LOC-002,2025-08-11,3,11.5,34.5,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-003952,LOC-013,2025-07-11,5,5.8,29.0,OVERCOOKED_OR_BURNT
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-003953,LOC-012,2025-10-06,12,4.1,49.2,EQUIPMENT_COOLER_FAILURE
ITEM-021,California Turkey Avocado Club,HIGH_WASTAGE,WAS-003954,LOC-005,2025-02-27,7,8.9,62.3,EXPIRED_SHELF_LIFE
ITEM-038,Creamy Fettuccine Alfredo,PRICE_SENSITIVE,WAS-003955,LOC-019,2025-11-12,3,5.2,15.6,PREPARATION_ERROR
ITEM-117,Artisanal Macaron Assortment (6pcs),STANDARD,WAS-003956,LOC-002,2025-09-28,3,4.2,12.6,OVERPRODUCTION_UNSOLD
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-003957,LOC-011,2025-03-26,7,2.6,18.2,CUSTOMER_SEND_BACK
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-003958,LOC-008,2025-11-19,7,23.5,164.5,EXPIRED_SHELF_LIFE
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-003959,LOC-004,2025-01-08,9,10.2,91.8,OVERPRODUCTION_UNSOLD
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-003960,LOC-004,2025-08-12,12,10.2,122.4,EXPIRED_SHELF_LIFE
ITEM-072,Whole Grilled Red Snapper Mojo,HIGH_WASTAGE,WAS-003961,LOC-011,2025-03-05,2,17.5,35.0,EXPIRED_SHELF_LIFE
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-003962,LOC-014,2025-09-02,2,16.0,32.0,OVERPRODUCTION_UNSOLD
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-003963,LOC-009,2025-04-25,6,11.5,69.0,OVERPRODUCTION_UNSOLD
ITEM-073,Pacific Black Cod Miso Glaze,PROFITABLE_LOW_SELLING,WAS-003964,LOC-020,2025-05-07,1,18.0,18.0,PREPARATION_ERROR
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-003965,LOC-014,2025-11-26,12,11.5,138.0,EXPIRED_SHELF_LIFE
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-003966,LOC-003,2025-05-09,3,6.8,20.4,EXPIRED_SHELF_LIFE
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-003967,LOC-013,2025-10-25,6,12.0,72.0,EXPIRED_SHELF_LIFE
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-003968,LOC-014,2025-05-19,6,10.2,61.2,EXPIRED_SHELF_LIFE
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-003969,LOC-017,2025-11-21,5,12.0,60.0,EXPIRED_SHELF_LIFE
ITEM-063,Wild King Salmon Lemon Herb,STANDARD,WAS-003970,LOC-003,2025-07-12,4,16.2,64.8,CUSTOMER_SEND_BACK
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-003971,LOC-015,2025-03-24,3,4.1,12.3,OVERPRODUCTION_UNSOLD
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-003972,LOC-002,2025-11-21,6,9.5,57.0,EXPIRED_SHELF_LIFE
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-003973,LOC-010,2025-07-23,3,8.5,25.5,EXPIRED_SHELF_LIFE
ITEM-085,Blackened Salmon Cobb Salad,STANDARD,WAS-003974,LOC-015,2025-12-14,4,9.8,39.2,PREPARATION_ERROR
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-003975,LOC-019,2025-05-31,9,8.5,76.5,OVERPRODUCTION_UNSOLD
ITEM-127,Zero-Proof Cucumber Mint Cooler,PRICE_SENSITIVE,WAS-003976,LOC-012,2025-01-05,4,1.6,6.4,OVERPRODUCTION_UNSOLD
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-003977,LOC-017,2025-12-09,12,16.0,192.0,OVERCOOKED_OR_BURNT
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-003978,LOC-016,2025-08-04,6,9.5,57.0,OVERPRODUCTION_UNSOLD
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-003979,LOC-008,2025-12-03,2,10.2,20.4,EXPIRED_SHELF_LIFE
ITEM-065,Jumbo Lump Crab Cakes (2pcs),HIGH_WASTAGE,WAS-003980,LOC-005,2025-05-12,5,15.0,75.0,PREPARATION_ERROR
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-003981,LOC-015,2025-05-03,12,5.8,69.6,EXPIRED_SHELF_LIFE
ITEM-103,Korean Gochujang Crispy Tofu,STANDARD,WAS-003982,LOC-008,2025-06-07,4,4.4,17.6,OVERPRODUCTION_UNSOLD
ITEM-035,Black Truffle Tagliolini Caviar,PROFITABLE_LOW_SELLING,WAS-003983,LOC-018,2025-08-24,6,11.5,69.0,EXPIRED_SHELF_LIFE
ITEM-036,Slow-Braised Wild Boar Pappardelle,STANDARD,WAS-003984,LOC-008,2025-02-23,4,9.5,38.0,OVERPRODUCTION_UNSOLD
ITEM-108,New York Style Cheesecake,POPULAR_LOW_MARGIN,WAS-003985,LOC-019,2025-03-30,7,6.9,48.3,EXPIRED_SHELF_LIFE
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-003986,LOC-017,2025-12-03,7,2.6,18.2,EQUIPMENT_COOLER_FAILURE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-003987,LOC-004,2025-11-30,11,9.8,107.8,EXPIRED_SHELF_LIFE
ITEM-066,Seared Diver Scallops Sweet Corn,HIGH_WASTAGE,WAS-003988,LOC-004,2025-01-23,7,16.8,117.6,EXPIRED_SHELF_LIFE
ITEM-053,Smoked Bone-in Kurobuta Pork Chop,STANDARD,WAS-003989,LOC-020,2025-10-07,12,13.8,165.6,EXPIRED_SHELF_LIFE
ITEM-118,Dark Chocolate Souffle Grand Marnier,PROFITABLE_LOW_SELLING,WAS-003990,LOC-020,2025-09-30,3,4.0,12.0,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-003991,LOC-009,2025-02-21,7,9.8,68.6,OVERPRODUCTION_UNSOLD
ITEM-034,Prosciutto e Rucola Pizza,HIGH_WASTAGE,WAS-003992,LOC-014,2025-02-15,9,9.8,88.2,EXPIRED_SHELF_LIFE
ITEM-092,Truffle Wild Mushroom Risotto,STANDARD,WAS-003993,LOC-001,2025-07-28,7,7.2,50.4,EXPIRED_SHELF_LIFE
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-003994,LOC-009,2025-04-28,10,10.2,102.0,EXPIRED_SHELF_LIFE
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-003995,LOC-013,2025-11-30,5,16.0,80.0,EQUIPMENT_COOLER_FAILURE
ITEM-065,Jumbo Lump Crab Cakes (2pcs),HIGH_WASTAGE,WAS-003996,LOC-018,2025-07-06,3,15.0,45.0,EXPIRED_SHELF_LIFE
ITEM-052,Steak Frites Garlic Herb Butter,POPULAR_LOW_MARGIN,WAS-003997,LOC-010,2025-03-20,11,18.5,203.5,EXPIRED_SHELF_LIFE
ITEM-063,Wild King Salmon Lemon Herb,STANDARD,WAS-003998,LOC-004,2025-01-19,5,16.2,81.0,EXPIRED_SHELF_LIFE
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-003999,LOC-015,2025-05-07,7,9.5,66.5,OVERPRODUCTION_UNSOLD
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-004000,LOC-004,2025-11-21,10,8.7,87.0,EQUIPMENT_COOLER_FAILURE
ITEM-072,Whole Grilled Red Snapper Mojo,HIGH_WASTAGE,WAS-004001,LOC-020,2025-09-30,8,17.5,140.0,OVERPRODUCTION_UNSOLD
ITEM-103,Korean Gochujang Crispy Tofu,STANDARD,WAS-004002,LOC-011,2025-12-19,4,4.4,17.6,EQUIPMENT_COOLER_FAILURE
ITEM-095,Spicy Tofu Peanut Noodle Bowl,STANDARD,WAS-004003,LOC-012,2025-04-13,10,4.9,49.0,EXPIRED_SHELF_LIFE
ITEM-024,Portobello Mushroom Swiss Burger,STANDARD,WAS-004004,LOC-013,2025-05-14,1,5.8,5.8,CUSTOMER_SEND_BACK
ITEM-023,Smoked Brisket Panini,STANDARD,WAS-004005,LOC-002,2025-10-08,6,8.2,49.2,EXPIRED_SHELF_LIFE
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-004006,LOC-008,2025-06-24,5,8.5,42.5,OVERPRODUCTION_UNSOLD
ITEM-060,Pepper-Crusted Bison Tenderloin,PROFITABLE_LOW_SELLING,WAS-004007,LOC-004,2025-09-02,6,25.0,150.0,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-004008,LOC-009,2025-10-16,12,23.5,282.0,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-004009,LOC-002,2025-05-19,9,7.5,67.5,EXPIRED_SHELF_LIFE
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-004010,LOC-005,2025-06-10,12,10.2,122.4,EXPIRED_SHELF_LIFE
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-004011,LOC-005,2025-01-28,7,10.2,71.4,OVERPRODUCTION_UNSOLD
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-004012,LOC-004,2025-04-16,6,16.0,96.0,OVERPRODUCTION_UNSOLD
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-004013,LOC-019,2025-02-10,12,7.5,90.0,CUSTOMER_SEND_BACK
ITEM-030,Grilled Halloumi Flatbread,STANDARD,WAS-004014,LOC-009,2025-11-11,2,5.5,11.0,EXPIRED_SHELF_LIFE
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-004015,LOC-012,2025-09-04,2,7.8,15.6,OVERPRODUCTION_UNSOLD
ITEM-041,Calabrian Sausage Rigatoni,STANDARD,WAS-004016,LOC-003,2025-05-13,8,6.8,54.4,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-004017,LOC-005,2025-03-26,12,3.2,38.4,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-004018,LOC-002,2025-10-13,2,3.2,6.4,EXPIRED_SHELF_LIFE
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-004019,LOC-013,2025-06-23,9,12.0,108.0,OVERCOOKED_OR_BURNT
ITEM-037,Spaghetti All'Amatriciana,PRICE_SENSITIVE,WAS-004020,LOC-007,2025-03-31,3,5.5,16.5,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-004021,LOC-008,2025-02-25,9,23.5,211.5,PREPARATION_ERROR
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-004022,LOC-020,2025-09-16,5,11.2,56.0,OVERPRODUCTION_UNSOLD
ITEM-081,Thai Crunch Peanut Chicken Salad,STANDARD,WAS-004023,LOC-011,2025-04-23,3,6.2,18.6,CUSTOMER_SEND_BACK
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-004024,LOC-012,2025-01-12,3,5.8,17.4,PREPARATION_ERROR
ITEM-081,Thai Crunch Peanut Chicken Salad,STANDARD,WAS-004025,LOC-018,2025-05-15,11,6.2,68.2,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-004026,LOC-018,2025-10-09,3,5.8,17.4,OVERCOOKED_OR_BURNT
ITEM-063,Wild King Salmon Lemon Herb,STANDARD,WAS-004027,LOC-016,2025-06-21,11,16.2,178.2,EXPIRED_SHELF_LIFE
ITEM-025,Philly Ribeye Cheesesteak,STANDARD,WAS-004028,LOC-020,2025-02-25,6,9.2,55.2,EXPIRED_SHELF_LIFE
ITEM-087,Green Goddess Farro Bowl,STANDARD,WAS-004029,LOC-006,2025-08-19,2,4.8,9.6,OVERPRODUCTION_UNSOLD
ITEM-060,Pepper-Crusted Bison Tenderloin,PROFITABLE_LOW_SELLING,WAS-004030,LOC-018,2025-01-13,1,25.0,25.0,PREPARATION_ERROR
ITEM-080,Roasted Beet & Goat Cheese Bowl,STANDARD,WAS-004031,LOC-017,2025-12-03,4,5.4,21.6,OVERPRODUCTION_UNSOLD
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-004032,LOC-018,2025-09-29,3,8.5,25.5,OVERPRODUCTION_UNSOLD
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-004033,LOC-003,2025-08-08,5,9.8,49.0,EXPIRED_SHELF_LIFE
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-004034,LOC-009,2025-04-14,8,4.1,32.8,OVERCOOKED_OR_BURNT
ITEM-025,Philly Ribeye Cheesesteak,STANDARD,WAS-004035,LOC-007,2025-03-23,5,9.2,46.0,EQUIPMENT_COOLER_FAILURE
